State Dimensions: 364
Action Dimensions: 2
Action Max: 0.2 m/s and 1 rad/s
---------------------- EPISODE 1 --------------------
waiting for service
reset called
[INFO] [1650671958.120026, 0.901000]: Goal position : 0.6, 0.0
0.6 0.0
step: 1 | reward: 0.0 | done: False | action: 0.1615903675556183,-0.021767012774944305
step: 2 | reward: 0.0 | done: False | action: 0.1360364705324173,0.017766788601875305
step: 3 | reward: 0.0 | done: False | action: 0.13952915370464325,-0.08076977729797363
step: 4 | reward: 0.0 | done: False | action: 0.12641216814517975,-0.047460563480854034
step: 5 | reward: 0.0 | done: False | action: 0.12514159083366394,0.003620137693360448
step: 6 | reward: 0.0 | done: False | action: 0.12709306180477142,-0.044798512011766434
step: 7 | reward: 0.0 | done: False | action: 0.12605251371860504,-0.07091132551431656
step: 8 | reward: 0.0 | done: False | action: 0.1394542157649994,-0.12258489429950714
step: 9 | reward: 0.0 | done: False | action: 0.14939041435718536,-0.028312670066952705
step: 10 | reward: 0.0 | done: False | action: 0.14699271321296692,-0.062316376715898514
step: 11 | reward: 0.0 | done: False | action: 0.14426539838314056,-0.09703396260738373
step: 12 | reward: 0.0 | done: False | action: 0.13632887601852417,-0.22113358974456787
step: 13 | reward: 0.0 | done: False | action: 0.14670142531394958,-0.3685683310031891
step: 14 | reward: 0.0 | done: False | action: 0.1610475778579712,-0.4886013865470886
step: 15 | reward: 0.0 | done: False | action: 0.15620839595794678,-0.3124505281448364
step: 16 | reward: 0.0 | done: False | action: 0.14631083607673645,-0.2492218017578125
step: 17 | reward: 0.0 | done: False | action: 0.1394074410200119,-0.1933927983045578
step: 18 | reward: 0.0 | done: False | action: 0.14852388203144073,0.03916166350245476
[INFO] [1650671961.829624, 4.604000]: Goal!!
[INFO] [1650671962.752869, 5.503000]: Goal position : -0.6, 0.1
step: 19 | reward: 100.0 | done: False | action: 0.14235112071037292,0.22161927819252014
step: 20 | reward: 0.0 | done: False | action: 0.14857108891010284,0.359163761138916
step: 21 | reward: 0.0 | done: False | action: 0.15308299660682678,0.35751527547836304
step: 22 | reward: 0.0 | done: False | action: 0.1565585881471634,0.12350790947675705
step: 23 | reward: 0.0 | done: False | action: 0.16968005895614624,0.10808111727237701
step: 24 | reward: 0.0 | done: False | action: 0.16170594096183777,0.23629014194011688
step: 25 | reward: 0.0 | done: False | action: 0.1668587476015091,0.30025067925453186
step: 26 | reward: 0.0 | done: False | action: 0.18309426307678223,0.14822690188884735
step: 27 | reward: 0.0 | done: False | action: 0.16511645913124084,-0.012755838222801685
step: 28 | reward: 0.0 | done: False | action: 0.15538911521434784,0.09585630893707275
step: 29 | reward: 0.0 | done: False | action: 0.17089243233203888,0.14960378408432007
step: 30 | reward: 0.0 | done: False | action: 0.14664173126220703,0.0010751946829259396
step: 31 | reward: 0.0 | done: False | action: 0.14796501398086548,0.061077915132045746
step: 32 | reward: 0.0 | done: False | action: 0.15015335381031036,0.1453501433134079
step: 33 | reward: 0.0 | done: False | action: 0.14083750545978546,0.21314938366413116
step: 34 | reward: 0.0 | done: False | action: 0.1336897909641266,0.12491623312234879
step: 35 | reward: 0.0 | done: False | action: 0.12964573502540588,0.09034120291471481
step: 36 | reward: 0.0 | done: False | action: 0.11467035859823227,0.22660623490810394
step: 37 | reward: 0.0 | done: False | action: 0.12716245651245117,0.24530839920043945
step: 38 | reward: 0.0 | done: False | action: 0.11653315275907516,0.24544906616210938
step: 39 | reward: 0.0 | done: False | action: 0.12213071435689926,0.21552573144435883
step: 40 | reward: 0.0 | done: False | action: 0.10433356463909149,0.0827849730849266
step: 41 | reward: 0.0 | done: False | action: 0.09616299718618393,0.1967507153749466
step: 42 | reward: 0.0 | done: False | action: 0.10349791496992111,0.38836419582366943
step: 43 | reward: 0.0 | done: False | action: 0.10700125992298126,0.413918137550354
step: 44 | reward: 0.0 | done: False | action: 0.12214493006467819,0.5998620986938477
step: 45 | reward: 0.0 | done: False | action: 0.1291521191596985,0.6825370788574219
step: 46 | reward: 0.0 | done: False | action: 0.12203145027160645,0.7849316000938416
step: 47 | reward: 0.0 | done: False | action: 0.13039597868919373,0.763928234577179
step: 48 | reward: 0.0 | done: False | action: 0.13106092810630798,0.7599725127220154
step: 49 | reward: 0.0 | done: False | action: 0.14007823169231415,0.6118289828300476
step: 50 | reward: 0.0 | done: False | action: 0.13996829092502594,0.3264692723751068
step: 51 | reward: 0.0 | done: False | action: 0.1482357680797577,0.12545736134052277
step: 52 | reward: 0.0 | done: False | action: 0.134506493806839,0.256954550743103
step: 53 | reward: 0.0 | done: False | action: 0.12692156434059143,0.07143492251634598
step: 54 | reward: 0.0 | done: False | action: 0.12067960202693939,0.2505965530872345
step: 55 | reward: 0.0 | done: False | action: 0.12997689843177795,0.27243441343307495
step: 56 | reward: 0.0 | done: False | action: 0.1230715960264206,0.4139688313007355
step: 57 | reward: 0.0 | done: False | action: 0.12364083528518677,0.29211828112602234
step: 58 | reward: 0.0 | done: False | action: 0.1304728388786316,0.237472265958786
step: 59 | reward: 0.0 | done: False | action: 0.1456703096628189,0.30808958411216736
step: 60 | reward: 0.0 | done: False | action: 0.14588551223278046,0.38427165150642395
step: 61 | reward: 0.0 | done: False | action: 0.1275475174188614,0.581355094909668
step: 62 | reward: 0.0 | done: False | action: 0.14147280156612396,0.5051470994949341
step: 63 | reward: 0.0 | done: False | action: 0.12173610180616379,0.39162421226501465
step: 64 | reward: 0.0 | done: False | action: 0.11598851531744003,0.3488481640815735
step: 65 | reward: 0.0 | done: False | action: 0.10958650708198547,0.3011300265789032
